VehicleNumber,Time,Longitude,Lattitude,Line
1530,2024-02-22 12:27:01,21.087751,52.244648,722
1532,2024-02-22 12:27:08,21.1127817,52.2363033,168
1533,2024-02-22 12:27:01,21.0202917,52.19416,218
1534,2024-02-22 12:27:09,21.04914,52.178274,263
1535,2024-02-22 12:27:08,21.023775,52.179883,218
1536,2024-02-22 12:27:04,21.046489,52.264248,106
1537,2024-02-22 12:27:03,21.030598,52.261026,166
1538,2024-02-22 12:27:07,20.9764367,52.2898467,122
1541,2024-02-22 12:27:11,20.917635,52.26168,122
1542,2024-02-22 12:27:12,21.079345,52.2525633,123
1543,2024-02-22 12:27:15,21.0668133,52.232965,123
1545,2024-02-22 12:27:08,21.021901,52.262521,170
1546,2024-02-22 12:26:58,21.052005,52.25301,156
1549,2024-02-22 12:27:07,21.10047,52.222315,123
1552,2024-02-22 12:27:10,21.2175433,52.21438,173
1553,2024-02-22 12:27:08,21.037144,52.234895,166
1554,2024-02-22 12:27:10,21.0418983,52.30019,169
1803,2024-02-22 12:26:59,21.083794,52.24488,173
1804,2024-02-22 12:27:08,21.0481523,52.287689,169
1805,2024-02-22 12:27:09,21.0270296,52.2599755,338
1806,2024-02-22 12:27:09,21.047167,52.2640933,117
1807,2024-02-22 12:27:08,20.9522465,52.2803096,156
1808,2024-02-22 12:27:10,21.051828,52.2528871,169
1809,2024-02-22 12:27:07,20.9381876,52.2922126,303
1811,2024-02-22 12:27:14,21.075098,52.1334055,166
1812,2024-02-22 12:27:10,20.8998348,52.297126,181
1813,2024-02-22 12:27:07,21.2224076,52.246302,173
1815,2024-02-22 12:27:11,21.1188501,52.3382691,240
1816,2024-02-22 12:27:06,21.0483466,52.2880416,169
1817,2024-02-22 12:27:08,21.0319645,52.257716,170
1818,2024-02-22 12:27:10,21.0590228,52.301984,240
1819,2024-02-22 12:27:10,21.04572,52.2643286,338
1830,2024-02-22 12:27:17,21.2421798,52.1699031,115
1833,2024-02-22 12:27:11,21.0156843,52.2193846,118
1835,2024-02-22 12:27:12,21.137565,52.2404298,173
1838,2024-02-22 12:27:11,21.2778683,52.1928146,730
1839,2024-02-22 12:27:12,21.0212968,52.2870338,126
1840,2024-02-22 12:27:09,21.1048033,52.2418451,183
1842,2024-02-22 12:27:08,21.087091,52.244741,183
1845,2024-02-22 12:27:12,21.1476658,52.2383538,173
1846,2024-02-22 12:27:11,21.0644636,52.2641545,170
1848,2024-02-22 12:27:11,21.1703065,52.2032136,115
1849,2024-02-22 12:27:13,21.1168491,52.2331045,225
1851,2024-02-22 12:27:09,21.243248,52.2226948,173
1855,2024-02-22 12:27:13,21.1917345,52.2386953,183
1856,2024-02-22 12:27:11,21.049495,52.2429663,123
1857,2024-02-22 12:27:12,21.1570876,52.2556845,183
1858,2024-02-22 12:27:08,21.2425965,52.2171096,173
1859,2024-02-22 12:27:07,21.1143863,52.2342021,183
1862,2024-02-22 12:27:15,21.1287656,52.2331511,730
1869,2024-02-22 12:27:12,21.0564793,52.2312265,117
1901,2024-02-22 12:27:14,21.0433064,52.1752667,251
1906,2024-02-22 12:27:09,21.019726,52.216693,222
1907,2024-02-22 12:27:14,20.9651497,52.2366901,106
1908,2024-02-22 12:27:15,21.0050552,52.2446809,222
1909,2024-02-22 12:27:15,20.9959092,52.1933964,222
1910,2024-02-22 12:27:14,21.1176682,52.0941497,251
1911,2024-02-22 12:27:14,21.0229274,52.1945484,222
1912,2024-02-22 12:27:12,21.02235,52.2286299,222
1913,2024-02-22 12:27:11,21.019382,52.246456,106
1914,2024-02-22 12:27:13,21.0173671,52.2390492,106
1916,2024-02-22 12:27:14,20.995796,52.187992,251
1917,2024-02-22 12:27:13,21.122972,52.089478,251
1919,2024-02-22 12:27:15,21.018042,52.236702,222
1990,2024-02-22 12:27:14,20.9953347,52.1862312,119
1991,2024-02-22 12:27:14,20.995216,52.186321,119
2000,2024-02-22 12:27:11,21.044746,52.177143,189
2001,2024-02-22 12:27:14,20.997123,52.1878991,739
2002,2024-02-22 12:27:15,20.949421,52.2099,127
2004,2024-02-22 12:27:12,21.0898451,52.2125742,402
2005,2024-02-22 12:27:15,21.0226329,52.179381,709
2009,2024-02-22 12:27:14,21.041311,52.17112,189
2012,2024-02-22 12:27:15,20.900936,52.227825,189
2015,2024-02-22 12:27:14,20.9970177,52.1864315,189
2017,2024-02-22 12:27:14,20.997189,52.186871,189
20174,2024-02-22 12:27:12,21.2344611,52.1366336,L50
2018,2024-02-22 12:27:14,21.0178445,52.1513712,709
2019,2024-02-22 12:27:13,20.995976,52.187179,193
2023,2024-02-22 12:27:15,20.89765,52.23938,189
2027,2024-02-22 12:27:15,20.914505,52.200237,189
2028,2024-02-22 12:27:13,20.9555907,52.0402071,727
2030,2024-02-22 12:27:15,20.9588504,52.1898254,401
2031,2024-02-22 12:27:14,21.017431,52.1385,709
2032,2024-02-22 12:27:09,21.001876,52.228846,519
2033,2024-02-22 12:27:14,21.042912,52.175671,217
2034,2024-02-22 12:27:15,21.1560362,52.2402251,402
2036,2024-02-22 12:27:11,20.914,52.208805,189
2039,2024-02-22 12:27:15,21.0241847,52.1796745,217
2040,2024-02-22 12:27:14,20.995911,52.186325,522
2044,2024-02-22 12:27:11,21.063042,52.174873,519
2045,2024-02-22 12:27:11,21.019722,52.218082,525
2046,2024-02-22 12:27:14,21.002687,52.229286,501
2200,2024-02-22 12:27:14,20.9007196,52.2389915,105
2201,2024-02-22 12:27:13,20.943981,52.158451,124
2202,2024-02-22 12:27:15,20.8685777,52.1924014,177
2205,2024-02-22 12:27:13,20.913824,52.23793,719
2206,2024-02-22 12:27:12,21.043268,52.222851,171
2207,2024-02-22 12:25:06,20.920486,52.197451,191
2208,2024-02-22 12:27:15,20.9832847,52.2181282,191
2210,2024-02-22 12:27:14,20.927505,52.291035,184
2211,2024-02-22 12:27:15,20.9677941,52.2142866,136
2212,2024-02-22 12:27:13,21.0444255,52.2218667,517
2214,2024-02-22 12:27:15,21.068895,52.181522,187
2218,2024-02-22 12:27:10,20.9663532,52.2179577,184
2219,2024-02-22 12:27:15,20.9809745,52.2158464,191
2221,2024-02-22 12:27:00,20.897144,52.223476,177
2225,2024-02-22 12:27:10,21.082312,52.24086,523
2227,2024-02-22 12:27:13,21.014038,52.216904,187
2229,2024-02-22 12:27:14,21.085348,52.250286,188
2232,2024-02-22 12:27:15,20.919643,52.196518,105
2234,2024-02-22 12:27:15,20.914267,52.236275,177
2235,2024-02-22 12:27:14,21.048233,52.1782,ZA1
2236,2024-02-22 12:25:09,20.8743,52.20155,716
2238,2024-02-22 12:27:11,20.9846367,52.2015614,136
2240,2024-02-22 12:27:14,21.052042,52.226044,188
2243,2024-02-22 12:27:12,21.0226897,52.218824,182
2244,2024-02-22 12:27:14,21.106653,52.247803,523
2246,2024-02-22 12:27:14,20.9431047,52.1753782,706
2249,2024-02-22 12:27:15,21.047874,52.162483,401
2250,2024-02-22 12:27:07,20.919779,52.197496,105
2252,2024-02-22 12:27:13,20.913227,52.198772,191
2256,2024-02-22 12:27:15,20.897549,52.221336,105
2257,2024-02-22 12:26:57,21.048438,52.178131,172
2258,2024-02-22 12:27:15,20.9651351,52.2180519,717
2259,2024-02-22 12:27:14,20.9573864,52.2280159,184
25183,2024-02-22 12:27:12,21.2629203,52.1078751,L20
25184,2024-02-22 12:27:11,21.3344131,52.1368465,L22
25185,2024-02-22 12:27:11,21.2922118,52.1717834,L22
25188,2024-02-22 12:27:14,21.2373766,52.0979386,L51
3400,2024-02-22 12:27:03,20.945383,52.265811,122
3401,2024-02-22 12:27:09,20.9395808,52.4120118,731
3402,2024-02-22 12:27:09,20.9302648,52.2249431,Z26
3404,2024-02-22 12:27:15,21.0464396,52.2649166,340
3405,2024-02-22 12:27:12,21.1961421,52.4035553,738
3408,2024-02-22 12:27:14,20.9674971,52.2706518,511
3409,2024-02-22 12:27:13,21.091818,52.306947,112
3412,2024-02-22 12:27:10,21.1795468,52.2691508,199
3413,2024-02-22 12:27:13,21.15171,52.3792166,738
3416,2024-02-22 12:27:14,21.062019,52.3616686,120
3417,2024-02-22 12:27:03,21.047661,52.264158,190
3418,2024-02-22 12:27:11,20.9681516,52.269413,132
3420,2024-02-22 12:27:11,21.05136,52.2916966,120
3421,2024-02-22 12:27:11,21.0359403,52.2550888,512
3424,2024-02-22 12:27:06,20.982512,52.2697176,518
3426,2024-02-22 12:27:10,21.0878278,52.3022851,190
3427,2024-02-22 12:27:15,21.047299,52.2647426,120
3428,2024-02-22 12:27:14,21.0436863,52.2659246,509
3429,2024-02-22 12:27:12,21.0710835,52.453612,705
3430,2024-02-22 12:27:10,21.1444341,52.2376488,520
3431,2024-02-22 12:27:10,20.9743821,52.2714248,116
3432,2024-02-22 12:27:12,21.0603605,52.2688923,190
3433,2024-02-22 12:27:11,21.0438273,52.2485565,102
3434,2024-02-22 12:27:12,20.941067,52.329273,509
3436,2024-02-22 12:27:13,20.9428438,52.348882,511
3437,2024-02-22 12:27:11,20.9125021,52.242808,112
3438,2024-02-22 12:27:06,21.0496121,52.2698627,160
3440,2024-02-22 12:27:10,21.0528973,52.27663,140
3441,2024-02-22 12:27:12,21.0417133,52.3003866,500
3442,2024-02-22 12:27:13,20.9836223,52.2550118,500
3444,2024-02-22 12:27:11,21.091844,52.225189,509
3447,2024-02-22 12:27:11,21.1219348,52.2364595,145
3448,2024-02-22 12:27:12,21.0689218,52.2789331,738
3449,2024-02-22 12:27:08,21.0822605,52.304447,112
3450,2024-02-22 12:26:57,21.058383,52.301028,120
3452,2024-02-22 12:27:10,21.0068291,52.291522,112
3453,2024-02-22 12:27:12,21.068309,52.3233836,527
3454,2024-02-22 12:27:13,21.0419565,52.2711215,500
3455,2024-02-22 12:27:12,21.1149328,52.2780835,245
3456,2024-02-22 12:27:10,20.9750066,52.3165605,723
3457,2024-02-22 12:27:13,20.926068,52.2339308,190
3458,2024-02-22 12:27:12,21.021247,52.2642091,509
3459,2024-02-22 12:27:11,21.0008201,52.2912276,723
3461,2024-02-22 12:27:11,21.0603625,52.3150398,132
3463,2024-02-22 12:27:10,20.9530618,52.3181631,509
3464,2024-02-22 12:27:14,20.9674101,52.23374,Z26
3466,2024-02-22 12:27:12,21.1121788,52.295503,199
3467,2024-02-22 12:27:13,20.9294615,52.2907865,511
3468,2024-02-22 12:27:09,20.9680715,52.2721008,705
3469,2024-02-22 12:27:14,20.9686971,52.2720393,132
35132,2024-02-22 12:27:15,20.8976836,52.0565101,L-5
35133,2024-02-22 12:27:12,21.0351551,52.0829625,L-5
35134,2024-02-22 12:27:14,21.0347761,52.0830148,L-5
35135,2024-02-22 12:27:15,21.0295145,52.0746185,L25
35136,2024-02-22 12:26:27,21.0881295,52.0364588,L25
35137,2024-02-22 12:27:13,20.9758391,52.0441428,L12
35138,2024-02-22 12:27:16,21.0265488,52.0763135,L-2
35139,2024-02-22 12:26:28,21.0352691,52.083382,L-2
35159,2024-02-22 12:27:15,21.0382141,52.027462,L13
4200,2024-02-22 12:27:15,20.9236585,52.2047151,129
4201,2024-02-22 12:27:15,20.99382,52.232201,178
4202,2024-02-22 12:27:15,20.96529,52.19508,154
4205,2024-02-22 12:27:12,20.702976,52.25898,729
4206,2024-02-22 12:27:14,20.8112312,52.262935,714
4207,2024-02-22 12:27:15,20.943449,52.17564,154
4209,2024-02-22 12:27:11,20.870989,52.184929,207
4210,2024-02-22 12:27:12,20.914141,52.236912,714
4211,2024-02-22 12:27:14,21.004068,52.255352,178
4212,2024-02-22 12:27:13,20.930975,52.225334,255
4213,2024-02-22 12:27:10,20.942724,52.245872,129
4214,2024-02-22 12:27:14,20.9747051,52.1929371,154
4215,2024-02-22 12:27:14,20.9081354,52.1921054,207
4216,2024-02-22 12:27:12,21.016306,52.236706,178
4218,2024-02-22 12:27:13,20.9682867,52.2285144,255
4219,2024-02-22 12:27:15,20.9203079,52.1970996,154
4221,2024-02-22 12:27:10,20.914879,52.230095,122
4223,2024-02-22 12:27:12,20.91934,52.196861,714
4224,2024-02-22 12:27:15,20.8958904,52.1856242,178
4228,2024-02-22 12:27:15,20.9639052,52.2171409,154
4229,2024-02-22 12:27:15,20.9307529,52.2250986,197
4232,2024-02-22 12:27:15,20.9156257,52.2052994,178
4234,2024-02-22 12:27:12,20.976749,52.28772,197
4235,2024-02-22 12:27:13,20.9571045,52.227228,178
4237,2024-02-22 12:27:14,20.9402585,52.2466419,249
4240,2024-02-22 12:27:15,20.98278,52.273388,122
4241,2024-02-22 12:27:13,20.97473,52.265732,122
4242,2024-02-22 12:27:11,20.944483,52.264828,197
4243,2024-02-22 12:27:15,20.931067,52.225197,255
4244,2024-02-22 12:27:14,20.9006461,52.2391965,122
4246,2024-02-22 12:27:14,20.911301,52.22871,122
4247,2024-02-22 12:27:15,20.8969925,52.2308026,249
4248,2024-02-22 12:27:12,20.946562,52.238895,129
4249,2024-02-22 12:27:12,20.93824,52.202412,178
4300,2024-02-22 12:27:15,21.2628522,52.1080661,702
4301,2024-02-22 12:27:14,21.1757234,52.1976279,115
4302,2024-02-22 12:27:14,21.084638,52.2500899,173
4304,2024-02-22 12:27:15,21.0522641,52.2502111,147
4305,2024-02-22 12:27:14,21.0974052,52.2432689,183
4307,2024-02-22 12:27:15,21.1911804,52.2073679,119
4309,2024-02-22 12:27:15,21.043452,52.2475254,147
4317,2024-02-22 12:27:15,21.1141764,52.2039129,147
4318,2024-02-22 12:27:15,21.1069344,52.2414124,702
4320,2024-02-22 12:27:15,21.242849,52.2170916,147
4322,2024-02-22 12:27:13,21.0524585,52.2369711,146
4323,2024-02-22 12:27:13,21.0177495,52.2311978,117
4324,2024-02-22 12:27:14,21.0929664,52.2255622,168
4326,2024-02-22 12:27:15,21.1726429,52.205718,119
4328,2024-02-22 12:27:15,21.1874064,52.156465,146
4329,2024-02-22 12:27:15,21.150658,52.2701224,153
4331,2024-02-22 12:27:14,20.9039805,52.1891661,178
4332,2024-02-22 12:27:15,20.9296337,52.2240055,197
4335,2024-02-22 12:27:12,20.8900606,52.1968141,129
4338,2024-02-22 12:27:15,20.9047995,52.239205,714
4339,2024-02-22 12:27:14,20.9135362,52.2386392,249
4401,2024-02-22 12:27:11,20.90086,52.239246,122
4403,2024-02-22 12:27:14,20.950201,52.270996,197
4406,2024-02-22 12:27:14,21.0409226,52.2889082,156
4407,2024-02-22 12:27:13,21.223263,52.246883,173
4408,2024-02-22 12:27:14,20.965082,52.247822,106
4409,2024-02-22 12:27:11,20.938921,52.247086,197
4411,2024-02-22 12:27:15,20.951189,52.28075,181
4412,2024-02-22 12:27:14,21.0470567,52.2641582,109
4414,2024-02-22 12:27:12,20.93783,52.29211,303
4415,2024-02-22 12:27:15,20.959721,52.277233,156
4416,2024-02-22 12:27:13,21.023266,52.297363,134
4417,2024-02-22 12:27:10,21.025341,52.29731,134
4418,2024-02-22 12:27:15,21.0438,52.265846,338
4419,2024-02-22 12:27:15,21.023514,52.225853,118
4420,2024-02-22 12:27:10,21.055506,52.27515,156
4423,2024-02-22 12:27:13,21.061661,52.361797,134
4424,2024-02-22 12:27:14,20.983328,52.308468,126
4425,2024-02-22 12:27:11,21.017616,52.384071,736
4426,2024-02-22 12:27:14,21.094196,52.244125,123
4429,2024-02-22 12:27:15,20.9628014,52.3175269,126
4430,2024-02-22 12:27:11,21.0660332,52.1423197,166
4431,2024-02-22 12:27:11,21.034178,52.202934,166
4433,2024-02-22 12:27:12,21.020487,52.24686,118
4434,2024-02-22 12:27:14,21.041462,52.291977,126
5201,2024-02-22 12:27:11,21.0029223,52.1747243,136
5203,2024-02-22 12:27:08,20.874715,52.0735584,728
5204,2024-02-22 12:27:11,21.0689931,52.181405,187
5206,2024-02-22 12:27:14,20.9205056,52.1965769,105
5208,2024-02-22 12:27:09,20.8970565,52.2196561,177
5209,2024-02-22 12:27:14,20.9800835,52.2091983,172
5211,2024-02-22 12:27:06,20.910289,52.1953881,517
5212,2024-02-22 12:27:09,20.8108645,52.0929472,733
5216,2024-02-22 12:27:06,20.8620176,52.2160025,713
5217,2024-02-22 12:27:13,20.928528,52.223055,713
5218,2024-02-22 12:27:07,20.9851272,52.1983795,172
5219,2024-02-22 12:27:07,21.053092,52.1461692,136
5220,2024-02-22 12:27:07,21.0181278,52.2312118,517
5221,2024-02-22 12:27:09,21.1129683,52.2360179,182
5222,2024-02-22 12:27:10,20.8686386,52.1918531,177
5223,2024-02-22 12:27:10,20.5863159,52.2575541,719
5224,2024-02-22 12:27:10,21.0867534,52.2502763,188
5227,2024-02-22 12:27:14,20.9212862,52.1908999,717
5228,2024-02-22 12:27:14,21.00374,52.242053,171
5230,2024-02-22 12:27:05,20.9639881,52.2080424,184
5234,2024-02-22 12:27:09,20.9250525,52.2724828,171
5236,2024-02-22 12:27:09,20.9901816,52.2248439,517
5237,2024-02-22 12:27:10,20.9220502,52.1960501,184
5238,2024-02-22 12:26:57,20.89517,52.192993,187
5239,2024-02-22 12:26:37,20.8617706,52.1908805,187
5241,2024-02-22 12:27:04,20.931231,52.246851,184
5242,2024-02-22 12:27:13,20.9801939,52.2165462,523
5245,2024-02-22 12:26:56,20.900874,52.239236,177
5246,2024-02-22 12:27:10,20.9192163,52.1971134,177
5247,2024-02-22 12:27:09,20.9191499,52.196821,521
5248,2024-02-22 12:27:06,21.0342291,52.2017261,172
5250,2024-02-22 12:27:07,20.942675,52.205489,517
5251,2024-02-22 12:27:15,20.8500178,52.2471299,719
5252,2024-02-22 12:27:05,20.8826659,52.1976312,401
5253,2024-02-22 12:27:14,21.0207877,52.1732461,401
5254,2024-02-22 12:27:14,20.9268573,52.2406175,171
5255,2024-02-22 12:27:12,21.0537097,52.2261947,523
5257,2024-02-22 12:27:08,20.8403976,52.188101,717
5258,2024-02-22 12:27:12,20.9375513,52.2874383,184
5402,2024-02-22 12:27:12,21.0686,52.23,520
5404,2024-02-22 12:27:03,21.102303,52.221954,509
5405,2024-02-22 12:27:12,21.044737,52.265327,511
5408,2024-02-22 12:27:14,21.130436,52.284126,245
5409,2024-02-22 12:27:14,20.896336,52.237328,190
5411,2024-02-22 12:27:14,21.0424359,52.2493474,509
5412,2024-02-22 12:27:14,21.054855,52.263561,512
5413,2024-02-22 12:27:14,21.166578,52.396332,738
5414,2024-02-22 12:27:14,21.079561,52.292198,738
5415,2024-02-22 12:27:11,20.942661,52.27755,112
5416,2024-02-22 12:27:12,20.966793,52.273296,132
5421,2024-02-22 12:27:14,21.113621,52.333309,140
5423,2024-02-22 12:27:12,20.989719,52.302826,509
5424,2024-02-22 12:27:14,21.015266,52.216007,138
5425,2024-02-22 12:27:12,21.051559,52.291943,500
5426,2024-02-22 12:27:14,21.054749,52.343967,120
5427,2024-02-22 12:27:14,20.9460187,52.2273845,Z26
5428,2024-02-22 12:27:11,21.103437,52.285927,145
5429,2024-02-22 12:27:13,21.0932754,52.2863419,145
5430,2024-02-22 12:27:14,21.0362,52.2553,120
5433,2024-02-22 12:27:12,21.06546,52.312489,132
5434,2024-02-22 12:27:15,21.0749605,52.2865025,512
5435,2024-02-22 12:27:14,20.924902,52.27235,116
5438,2024-02-22 12:27:14,20.9910504,52.3016024,735
5439,2024-02-22 12:27:15,20.977079,52.238049,190
5440,2024-02-22 12:27:14,20.946156,52.34996,511
5445,2024-02-22 12:27:11,21.055931,52.297504,112
5446,2024-02-22 12:27:12,21.0682974,52.3235947,160
5447,2024-02-22 12:27:10,21.038418,52.251915,138
5449,2024-02-22 12:27:14,20.981874,52.253281,500
5450,2024-02-22 12:27:13,20.944458,52.365372,731
5451,2024-02-22 12:27:11,21.0117134,52.4538611,735
5453,2024-02-22 12:27:13,20.92577,52.234093,190
5454,2024-02-22 12:27:13,20.918701,52.239857,190
5455,2024-02-22 12:27:12,21.05621,52.297981,527
5457,2024-02-22 12:27:13,21.004972,52.229832,160
5458,2024-02-22 12:27:14,21.047802,52.274616,160
5459,2024-02-22 12:27:13,21.0511517,52.2526174,120
5460,2024-02-22 12:27:13,21.041828,52.292965,245
5870,2024-02-22 12:27:14,20.983566,52.196823,175
5871,2024-02-22 12:27:12,21.0200671,52.2323555,128
5872,2024-02-22 12:27:13,21.005098,52.228306,175
5873,2024-02-22 12:27:15,21.06765,52.170261,519
5875,2024-02-22 12:27:12,21.045864,52.191029,503
5876,2024-02-22 12:27:10,21.031059,52.236195,127
5878,2024-02-22 12:27:13,21.020262,52.231499,128
5879,2024-02-22 12:27:11,21.021587,52.230614,503
5880,2024-02-22 12:27:11,21.0255082,52.2184399,503
5882,2024-02-22 12:27:14,20.973503,52.172043,175
5884,2024-02-22 12:27:11,21.002417,52.254726,503
5885,2024-02-22 12:27:12,21.049948,52.144592,503
5886,2024-02-22 12:27:13,21.084145,52.16785,519
5888,2024-02-22 12:27:11,21.003736,52.227882,127
5889,2024-02-22 12:27:10,21.021929,52.208328,519
5891,2024-02-22 12:27:13,21.020527,52.24316,127
5893,2024-02-22 12:27:14,21.01178,52.229218,519
5894,2024-02-22 12:27:14,20.963741,52.207672,128
5896,2024-02-22 12:27:14,20.927328,52.203209,127
5897,2024-02-22 12:27:12,21.03677,52.16357,503
5898,2024-02-22 12:27:13,20.988136,52.216564,128
5899,2024-02-22 12:27:10,21.006083,52.22876,175
5901,2024-02-22 12:27:14,21.117609,52.233874,158
5902,2024-02-22 12:27:11,20.9555,52.2613,180
5903,2024-02-22 12:27:13,21.116188,52.235012,116
5905,2024-02-22 12:27:14,21.0054876,52.2490017,116
5907,2024-02-22 12:27:13,21.017811,52.237381,503
5908,2024-02-22 12:27:14,21.002323,52.254723,503
5909,2024-02-22 12:27:08,21.031584,52.205894,116
5910,2024-02-22 12:27:14,21.032932,52.204369,116
5911,2024-02-22 12:27:13,21.044788,52.236786,111
5912,2024-02-22 12:27:13,21.076145,52.168041,116
5914,2024-02-22 12:27:12,21.10223,52.22216,111
5915,2024-02-22 12:27:14,21.0224954,52.2285019,116
5916,2024-02-22 12:27:12,20.9911,52.2481,180
5918,2024-02-22 12:27:15,21.021294,52.230984,180
