VehicleNumber,Time,Longitude,Lattitude,Line
5884,2024-02-21 20:46:03,21.00271,52.229366,519
5885,2024-02-21 20:45:59,20.998106,52.187294,504
5886,2024-02-21 20:46:04,21.013012,52.243031,128
5887,2024-02-21 20:46:04,21.030313,52.207375,503
5888,2024-02-21 20:45:59,20.983988,52.193184,128
5889,2024-02-21 20:46:01,21.034546,52.202568,503
5891,2024-02-21 20:46:03,21.005165,52.256145,503
5892,2024-02-21 20:46:04,20.9636,52.2076,128
5893,2024-02-21 20:46:03,20.988617,52.22472,175
5894,2024-02-21 20:46:03,21.012938,52.243179,128
5896,2024-02-21 20:46:00,21.04879,52.18821,519
5898,2024-02-21 20:46:02,20.977535,52.221569,127
5899,2024-02-21 20:46:04,21.055851,52.181583,519
5901,2024-02-21 20:46:04,21.0842,52.1675,180
5902,2024-02-21 20:45:52,21.004743,52.228258,158
5903,2024-02-21 20:45:59,21.117143,52.233834,180
5904,2024-02-21 20:46:00,21.117109,52.233913,175
5905,2024-02-21 20:46:02,20.9812589,52.2527466,180
5907,2024-02-21 20:45:59,21.114241,52.235119,128
5908,2024-02-21 20:46:01,21.030643,52.206993,180
5910,2024-02-21 20:46:02,20.996843,52.25671,116
5912,2024-02-21 20:46:03,20.9249577,52.2722847,116
5914,2024-02-21 20:46:02,20.923826,52.280746,116
5915,2024-02-21 20:46:04,20.9247372,52.2724269,116
5916,2024-02-21 20:46:00,21.0342,52.2027,116
5917,2024-02-21 20:46:01,20.978819,52.17659,175
5920,2024-02-21 20:46:03,21.013695,52.245724,175
5922,2024-02-21 20:46:03,20.971865,52.271729,116
5923,2024-02-21 20:46:00,21.057108,52.192772,116
5925,2024-02-21 20:46:03,21.001513,52.243706,111
5926,2024-02-21 20:46:00,21.043318,52.236462,158
5927,2024-02-21 20:45:58,21.0447,52.2367,111
5928,2024-02-21 20:46:03,20.949339,52.209846,158
5929,2024-02-21 20:45:44,21.116185,52.233978,503
5931,2024-02-21 20:46:00,21.033962,52.16737,503
5932,2024-02-21 20:46:04,21.084534,52.168343,116
5933,2024-02-21 20:46:03,21.084587,52.168171,116
5934,2024-02-21 20:46:03,20.9469852,52.2681784,180
5935,2024-02-21 20:46:00,21.0344089,52.2366232,128
5936,2024-02-21 20:46:03,21.118479,52.234348,111
5937,2024-02-21 20:46:03,21.1126,52.2358,158
5940,2024-02-21 20:46:03,20.983063,52.195389,175
5942,2024-02-21 20:46:02,20.996225,52.226379,175
5943,2024-02-21 20:46:01,21.026529,52.213356,503
